Lat,Lon,Hoogte,EC 0.5m,EC 1m,EC 1.5m,EC 3m,Class_3,Class_5,Outlier
52.6621201,5.8351006,-6.5,11.7,26.7,32.2,49.4,1,2,0.0
52.6621291,5.8351012,-6.5,11.7,26.8,32.3,49.5,1,2,0.0
52.6621381,5.8351017,-6.5,11.7,26.8,32.4,49.5,1,2,0.0
52.6621470,5.8351023,-6.5,11.7,26.9,32.5,49.6,1,2,0.0
52.6621560,5.8351029,-6.5,11.8,27.0,32.6,49.6,1,2,0.0
52.6621650,5.8351035,-6.5,11.9,27.1,32.7,49.7,1,2,0.0
52.6621740,5.8351041,-6.5,11.9,27.2,32.8,49.7,1,2,0.0
52.6621830,5.8351046,-6.5,12.1,27.3,32.9,49.7,2,2,0.0
52.6621919,5.8351052,-6.5,12.1,27.4,32.9,49.8,2,2,0.0
52.6622009,5.8351058,-6.5,12.3,27.5,32.9,50.0,2,2,0.0
52.6622099,5.8351064,-6.5,12.3,27.6,33.0,50.0,2,2,0.0
52.6622189,5.8351070,-6.5,12.4,27.7,33.1,50.1,2,2,0.0
52.6622279,5.8351076,-6.5,12.4,27.7,33.2,50.1,2,2,0.0
52.6622368,5.8351081,-6.5,12.4,27.7,33.2,50.2,2,2,0.0
52.6622458,5.8351087,-6.5,12.4,27.7,33.2,50.2,2,2,0.0
52.6622548,5.8351093,-6.5,12.4,27.7,33.2,50.2,2,2,0.0
52.6622638,5.8351099,-6.5,12.4,27.7,33.2,50.2,2,2,0.0
52.6622728,5.8351105,-6.5,12.3,27.6,33.1,50.1,2,2,0.0
52.6622817,5.8351110,-6.5,12.2,27.5,33.0,50.1,1,2,0.0
52.6622907,5.8351116,-6.5,12.1,27.3,32.8,50.0,1,2,0.0
52.6622997,5.8351122,-6.5,12.1,27.1,32.7,49.7,1,2,0.0
52.6623087,5.8351128,-6.5,12.0,27.0,32.6,49.6,1,2,0.0
52.6623176,5.8351134,-6.5,11.9,26.8,32.4,49.3,1,2,0.0
52.6623266,5.8351139,-6.5,11.9,26.7,32.3,49.2,1,2,0.0
52.6623356,5.8351145,-6.5,11.9,26.7,32.2,49.0,1,2,0.0
52.6623446,5.8351151,-6.5,11.9,26.8,32.2,48.9,1,2,0.0
52.6623536,5.8351157,-6.5,12.0,26.8,32.2,48.9,1,2,0.0
52.6623625,5.8351163,-6.5,12.2,27.0,32.3,48.8,1,2,0.0
52.6623715,5.8351169,-6.5,12.3,27.2,32.3,48.7,1,2,0.0
52.6623805,5.8351174,-6.5,12.3,27.2,32.2,48.6,1,1,0.0
52.6623895,5.8351180,-6.4,12.2,27.2,32.1,48.0,1,1,0.0
52.6623985,5.8351186,-6.4,12.1,26.8,31.6,47.3,1,1,0.0
52.6624074,5.8351192,-6.4,11.6,26.2,31.0,46.7,1,1,0.0
52.6624164,5.8351198,-6.4,11.3,25.6,30.6,46.2,1,1,0.0
52.6624254,5.8351203,-6.4,11.1,25.2,30.2,45.7,1,1,0.0
52.6624344,5.8351209,-6.4,10.9,24.8,29.8,45.3,1,1,0.0
52.6624434,5.8351215,-6.5,10.9,24.8,29.5,44.7,1,1,0.0
52.6624523,5.8351221,-6.5,10.9,24.7,29.4,44.3,1,1,0.0
52.6624613,5.8351227,-6.5,11.0,24.7,29.4,44.0,1,1,0.0
52.6624703,5.8351233,-6.5,11.2,24.8,29.4,43.7,1,1,0.0
52.6624793,5.8351238,-6.6,11.3,24.8,29.4,43.6,1,1,0.0
52.6624882,5.8351244,-6.6,11.4,24.9,29.4,43.5,1,1,0.0
52.6624972,5.8351250,-6.6,11.5,25.0,29.4,43.4,1,1,0.0
52.6625062,5.8351256,-6.6,12.1,25.2,29.7,43.1,1,1,0.0
52.6625152,5.8351262,-6.6,13.2,25.8,30.2,42.8,1,1,0.0
52.6625242,5.8351267,-6.6,14.4,26.7,30.7,42.2,1,1,0.0
52.6625331,5.8351273,-6.6,15.4,27.6,31.4,42.0,1,1,0.0
52.6625421,5.8351279,-6.6,15.6,28.1,31.6,41.8,1,1,0.0
52.6625511,5.8351285,-6.6,15.7,28.3,31.9,42.1,1,1,0.0
52.6625601,5.8351291,-6.6,15.9,28.6,32.3,42.6,1,1,0.0
52.6625691,5.8351296,-6.6,15.9,28.6,32.5,42.6,1,1,0.0
52.6625780,5.8351302,-6.6,15.9,29.4,32.7,42.6,1,1,0.0
